FoodNumber,FoodName,CO2e,CO2eRef
9556,"SPONGE CAKE M WITH PUFA AND WATER ICING", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9558,"FRUIT PIE NOT BLACKCURRANT PUFA MARGARINE NO SUGAR", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9559,"RICE PUDDING MADE W 1/2 SS MILK 1/2 WATER NO SUGAR", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9563,"HADDOCK IN BATTER PURCHASED OVEN BAKED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9564,"POMEGRANATE WEIGHED WITH SKIM", 78.6,"Average of CO2e values for Bananas  from From Clune et al 2017, multiplied by1"
9565,"CHICKEN IN WHITE SAUCE HAM MUSHROOM & RICE READY MADE",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9568,"MILK SKIMMED UNTREATED",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
9569,"COURGETTES FRIED IN OLIVE OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9570,"ONIONS FRIED IN OLIVE OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9571,"PLAICE IN B/CRUMBS FRIED IN OLIVE OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9572,"VEGETARIAN SAUSAGES, OVEN-BAKED/ GRILLED (VEGETABLE PROTEIN)", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9573,"CRUMBLE TOPPING-NOT WHOLEMEAL READY MIXED UNCOOKED", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9574,"COD IN BREADCRUMBS GRILLED / OVEN BAKED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9575,"DIABETIC MARMALADE", 25.9,"Average of CO2e values for Strawberries from From Clune et al 2017, multiplied by0.4"
9579,"BUBBLE & SQUEAK (HOMEMADE)", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9586,"PLAIN SCONES MADE W PUFA MARG", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9588,"CHOCOLATE SPONGE MADE WITH PUFA, NO ICING, HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9590,"PORK TONGUE",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9592,"PYRIDOXINE HYDROCHLORIDE TABLETS 50MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9596,"LOW ALCOHOL WHITE WINE",   93,"Average of Tesco Lager (720 gCO2e Per litre i.e. 720/1000) and Navarro 2017 <The carbon footprint values of investigated wineries per RU (0.75 L of wine) in the present study are found in the range between 0.17 and 2.18 kg CO2-eq, the average being 0.85 kg CO2-eq/bottle of wine.>"
9597,"TURKEY ESCALOPE IN VEGE OIL (PUFA)",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9599,"CALCIUM CARBONATE TABLET 500MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9600,"VITAMIN E TABLET 100 MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9604,"POWER HEALTH SUPERLEC 1200 CAPSULE (LECITHIN)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9605,"VITAMIN C 300MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9612,"ARTIFICIAL SWEETENER GRANULATED PER 100G (RECIPES)",  104,"Taken from <Environmental impacts of food consumption in Europe - Notarnicola et al 2016> which says in Table 1 <29.8 Per-capita apparent consumption of the food product (as kg/inhabitant p.a.)> and Table 7 <3.1E01 kg CO2eq Results are reported for an average consumption of one EU-27 citizen in one year>. (This is larger than: "assuming the GWP of UK sugar of 0.38 kg CO2 eq./kg (CCaLC, 2013)." - which was in <The global warming potential of production and consumption of Kenyan tea - Adisa Azapagic et al>"
9613,"COD COATED IN FLOUR FRIED IN OLIVE OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9614,"DIABETIC CHOCOLATE DRINK FRUCTOSE BASED DRY WT",  100,"Dont know what to put here so put 1"
9616,"HALO REDUCED CALORIE AND FAT CHOCOLATE BAR",  437,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by3.1278"
9618,"SPRING ONIONS FRIED IN OLIVE OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9619,"RED PEPPER FRIED IN OLIVE OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9620,"BAKED POTATO SLICES FRIED IN OLIVE OIL", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
9621,"BREAD & BUTTER PUDDING MADE W WHOLEMEAL BREAD", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9622,"DIABETIC TRIFLE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9624,"STRAWBERRY TRIFLE NO FRUIT", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9627,"CREME CARAMEL MADE W S/SKIMMED MILK",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
9634,"CHICKEN IN TOMATO SAUCE",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9636,"BLANCMANGE MADE W S/SKIMMED MILK", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9637,"FORTISIP NUTRITIONALLY COMPLETE SUPPLEMENT DRINK",  100,"Dont know what to put here so put 1"
9638,"VITAMIN C TABLET 100MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9639,"OMELETTE PLAIN FRIED IN LARD",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
9640,"WHOLEMEAL BREAD FRIED IN BUTTER",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
9643,"BAKEWELL TART PASTRY MADE W ALL MARG", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9652,"BREWERS YEAST TABLETS",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9656,"GRAVY GRANULES DRY WEIGHT",  100,"No idea so default to 1 - likely from the processing?"
9657,"FERROUS SULPHATE (50MG IRON) TABLETS",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9659,"WHOLEMEAL SPONGE MADE PUFA NO FILLING OR ICING", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9664,"CARROTS FRIED IN PUFA OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9665,"CALCIUM LACTATE TABLET 300MG (40MG CA)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9666,"SALMON IN WATERCRESS SAUCE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9667,"DIABETIC FRUIT CAKE REDUCED FAT EG BOOTS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9672,"QUICHE, SALMON BASED, PURCHASED",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
9673,"SUMMER PUDDING FROM SAFEWAY", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9674,"CUSTARD WHOLE MILK NO SUGAR", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9680,"POTATO ROASTED IN PALM OIL", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
9682,"FRIED WHITE BREAD PALM OIL",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
9683,"EGG FRIED IN PALM OIL",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
9684,"SPINACH SIR FRIED IN OLIVE OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9686,"MINCE PIES SWEET INDIVIDUAL W SHORTCRUST", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9692,"SOYA BRAN (GLUTEN FREE)",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
9693,"SCAMPI IN BREADCRUMBS FROZEN GRILLED OR OVEN BAKED",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9694,"OSSOPAN HYDROXYAPATITE CALCIUM TABLETS 176 MG CA",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9695,"POTATOES ROASTED IN TREX RAPESEED OIL", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
9696,"SWEDE FRIED IN RAPESEED OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9697,"CHIPS OLD POTATOES FRIED IN RAPESEED OIL", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
9698,"SALMON FISHCAKES FRIED IN OLIVE OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9699,"SALMON STEAKS IN APARAGUS SAUCE",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9702,"GLAZED CHICKEN READY MEAL (+ POTATOES BROCCOLI CARROTS)",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9703,"CALCIUM TABLET 400 MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9713,"COD FRIED IN RAPESEED OIL",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9714,"THIAMINE HYDROCHLORIDE TABLET 100 MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9715,"BUCKWHEAT",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
9716,"FRUIT SALAD CANNED IN WATER", 78.6,"Average of CO2e values for Bananas  from From Clune et al 2017, multiplied by1"
9717,"APPLE PIE WITH PURCHASED SHORTCRUST PASTRY", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9719,"DUCK AND ORANGE PATE PURCHASED EG SAINSBURYS",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9720,"SALMON CRUMBLE FROZEN READY MEAL EG ICELAND",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9722,"POTATOES FRIED IN RAPESEED OIL", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
9723,"GREEN ESSENCE VEGETABLE SUPPLEMENT POWDER",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9725,"BACON COLLAR JOINT ROASTED",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9726,"SWEET AND SOUR PORK WITH RICE FROZEN READY MEAL",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9731,"CHICKEN CURRY HOMEMADE",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9737,"BUBBLE & SQUEAK FRIED IN RAPESEED OIL", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9738,"LEEK AND POTATO SOUP", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9740,"GINKGO BILOBA EXTRACT,  ANY STRENGTH",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9741,"LINSEEDS",  174,"Average of CO2e values for Almonds from From Clune et al 2017, multiplied by1"
9749,"VITAMIN B6 TABLETS 50 MG",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9751,"FRUIT JUICE AND WINE DRINKS",   93,"Average of Tesco Lager (720 gCO2e Per litre i.e. 720/1000) and Navarro 2017 <The carbon footprint values of investigated wineries per RU (0.75 L of wine) in the present study are found in the range between 0.17 and 2.18 kg CO2-eq, the average being 0.85 kg CO2-eq/bottle of wine.>"
9752,"GREEN BEANS FRIED IN OLIVE OIL", 57.8,"Average of CO2e values for Soybean from From Clune et al 2017, multiplied by1"
9754,"GAMMON STEAK FRIED IN LARD",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9755,"MISSISSIPI MUD PIE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9763,"SWEET AND SOUR PORK FROZEN READY MEAL NO RICE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9764,"DRIED MIXED HERBS",  100,"No idea so default to 1 - likely from the processing?"
9765,"FERROUS FUMARATE TABLET (IRON 100MG)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9768,"COCONUT CAKE HOMEMADE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9769,"CHICKEN SUPREME",  329,"Average of CO2e values for Chicken from From Clune et al 2017, multiplied by0.8"
9770,"OATMEAL COOKIES AND BISCUITS", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9781,"MARJORAM DRIED",  100,"No idea so default to 1 - likely from the processing?"
9782,"THYME DRIED",  100,"No idea so default to 1 - likely from the processing?"
9783,"GAMMON GRILLSTEAKS FRIED IN SUNFLOWER OIL",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9785,"SAUSAGE BURGER RETAIL PURCHASED WITH ROLL",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9786,"BACON BURGER WITH CHEESE",  466,"Average of CO2e values for Pork from From Clune et al 2017, multiplied by0.8"
9787,"CRUMBLE WITH PIE FILLING (NOT WHOLEMEAL)", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9788,"SIMNEL CAKE", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9789,"OLD POTATOES ROASTED IN BUTTER", 19.8,"Average of CO2e values for Potatoes  from From Clune et al 2017, multiplied by1"
9790,"VITAMIN E (10MG)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9791,"MOUSSE, CHOCOLATE, LOW FAT",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
9792,"PARSNIPS ROASTED IN BUTTER", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9793,"STUFFED CABBAGE LEAVES", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9799,"ENSURE LIQUID",  100,"Dont know what to put here so put 1"
9801,"HIGH POTENCY LECITHIN WITH VITAMIN E (HEALTHCRAFT)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9803,"APPLE CAKE MADE WITH BUTTER", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9804,"HALIBUT GRILLED WITH BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9805,"MALT EXTRACT (MERIDIAN)",    0,"Based on Audsley et al 2009 <However manufacturing vitamin supplementation appears to be trivial in energy and GHG terms owing to the very small quantities needed.>"
9810,"BEEF STEW AND DUMPLINGS",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9812,"SALMON MORNAY WITH BROCCOLI READY MEAL EG HEINZ WW",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9814,"ICE CREAM - HOMEMADE WITH DOUBLE CREAM",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
9816,"SHERRY TRIFLE (WITHOUT FRUIT OR JELLY)", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
9819,"BAKED EGG CUSTARD (WITH SEMI-SKIMMED MILK)",  140,"Average of CO2e values for Cows Milk from From Clune et al 2017, multiplied by1"
9820,"FISHCAKES FRIED IN BUTTER",  269,"Average of CO2e values for Haddock from From Clune et al 2017, multiplied by0.8"
9821,"BUBBLE AND SQUEAK FRIED IN PUFA", 21.3,"Average of CO2e values for Carrots from From Clune et al 2017, multiplied by1"
9822,"LAMB HOT POT",2.3e+03,"Average of CO2e values for Beef from From Clune et al 2017, multiplied by0.8"
9824,"FRESH EGG PASTA RAVIOLI (FILLED WITH MEAT)",   64,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1.25"
9845,"EGG FRIED IN CCF",  339,"Average of CO2e values for Eggs from From Clune et al 2017, multiplied by1"
9847,"FRUIT CAKE (NO FAT)", 51.2,"Average of CO2e values for Wheat from From Clune et al 2017, multiplied by1"
